France,English
claridge,claridge
chal,chal
collégien,college
cul-sec,asshole
kimmi,kimmi
masa,Masa
hermine,ermine
maléfice,evil spell
bohémien,Bohemian
aléas,hazards
abbs,abbs
jonquilles,jonquilles
précipitez,precipitate
starkwood,Starkwood
aborigènes,aborigines
quelconques,any
malory,Malory
traînerai,will hang around
prestance,presence
viendriez-vous,would you come
repartait,left
plain,plain
plateformes,platforms
noyais,noyais
pullman,pullman
polisson,prank
fortuit,fortuitous
faites-le-moi,do it to me
préféreriez-vous,would you prefer
bandeaux,strips
kewper,kewper
garnitures,filling
yous,yous
eun-soo,Eun-Soo
fréquentés,frequented
rond-point,roundabout
peignoirs,bathrobes
barges,barges
hideyoshi,hideyoshi
maiden,maiden
cours-tu,Are you going
mah,mah
ouvre-boîte,can opener
coordonné,coordinated
goin,goin
plombé,lead
plaã,place
bienfaiteurs,benefactors
automatisé,automated
organiste,organist
payeras,will pay
perforer,perforate
quinine,quinine
exclamations,exclamations
toaster,toaster
intolérant,intolerant
désintoxiquer,detoxify
affrontés,confused
harrisburg,harrisburg
consignée,record
leviathan,Leviathan
vomisse,vomiting
conciliant,conciliatory
ugo,ugo
aboyé,bargain
herrick,herrick
massacrent,massacre
buckman,Buckman
conventionnelles,conventional
aut,aut
asakura,asakura
kaminski,Kaminski
presqu',almost'
mba,MBA
chopée,caught
jockeys,jockeys
lavabos,sinks
octopus,octopus
larcin,lacin
antidouleur,Pain killer
m.c.,M.C.
ahuri,bewildered
vaginales,vaginal
immensément,immensely
jiminy,jiminy
soulevée,lifted
cendriers,ashtrays
reaper,reaper
adouci,softened
bullwinkle,bullwinkle
généalogie,genealogy
investissez,invest
dirai-je,Will I say
triangulaire,triangular
campent,camp
mahalo,mahalo
arrangeant,accommodating
lâchez-les,let them go
fevrier,February
haldol,haldol
répandra,will be repaired
montures,frames
goulot,neck
surdité,deafness
honoria,Honoria
sicilienne,Sicilian
châtie,chastier
kunal,kunal
benjie,benjie
macy',Macy '
wladimir,wladimir
arrière-boutique,back shop
chakra,chakra
its,its
vengeurs,avengers
infectieux,infectious
fourres,fur
pêchait,pew
malick,malick
stuttgart,Stuttgart
évitement,avoidance
remo,remo
julienne,julienne
suzuran,Suzuran
matinées,morning
chérubin,cherub
rétribution,remuneration
substantiel,substantial
sacrament,sacrament
sexisme,Sexism
roumains,Romanian
suppliais,begged
tamponne,buffer
sexys,sexy
smic,minimum wage
posner,pod
overton,overton
inquiétiez,worry
payante,paid
agé,age
kolya,kolya
fantasmé,fantasy
hannigan,hannigan
lovell,lovell
sketches,sketches
machoire,jaw
saheb,saheb
nani,nani
captent,capture
eko,eko
perchoir,perch
recommanderais,would recommend
tromperies,deception
rawlins,rawlins
pistaches,pistachios
échangeur,interchange
doi,doi
pig,pig
géomètre,surveyor
quantiques,quantum
rencontreront,will meet
articule,Speak clearly
stérilité,sterility
affligeant,distressing
réapprovisionner,replenish
revérifié,reveified
ahmet,ahmet
beignes,donuts
mackay,Mackay
aiguise,sharp
morello,Morello
risqueriez,would risk
catalano,Catalano
planifiez,plan
représentais,represented
danner,danner
peureuse,fearful
perla,perla
tian,tian
impatienter,impatient
harkonnen,harkonnen
irréparables,irreparable
tiens-lui,hear him
yoshino,yoshino
futilité,futility
perturbateur,disruptive
escalope,cutlet
énervement,nervousness
magenta,magenta
éclairera,will light up
rizière,rice field
serpico,serpico
sinaï,sinai
marylin,marylin
resnick,resnick
hebdo,weekly
passable,fair
appuyée,supported
brutales,brutal
jh26,JH26
convertit,convert
pickett,pickett
amers,bitter
deus,deus
across,across
astucieuse,clever
insultés,insulted
importée,imported
accessoiriste,accessorist
defcon,defeat
désignent,designate
frapperait,would strike
lainey,lainey
deales,covers
jean-michel,Jean Michel
aprèm,aftermath
machinerie,machinery
dégoutante,disgusting
intuitif,intuitive
alfa,alfa
hit-parade,hit-Parade
admirée,admired
rao,rao
moucharde,fucking
branca,Branca
kraken,kraken
cag,cag
bonbonne,cycle
crisser,shuffle
pressenti,expected
catcheurs,wrestlers
strikes,strike
biotechnologie,biotechnology
spectator,spectator
irradié,irradiated
bonita,bonita
ledger,ledger
purvis,purevis
lunaires,lunar
porte-t-il,he carries
planant,hovering
cristalline,crystalline
naphtaline,naphthalene
tunis,Tunis
lille,Lille
stanhope,stanhope
vigie,watch
streaming,streaming
évaporée,evaporated
cranford,cranford
modérés,moderate
hurricane,Hurricane
compète,compaper
signifiera,will mean
chanteront,will sing
sandström,sandström
traductions,translations
ajoutés,added
madras,Madras
jugeant,judging
grunge,grunge
yasu,yasu
élargis,enlarged
glynn,glynn
britten,Britten
bunk,bunk
lasagne,lasagna
existantes,existing
umberto,umberto
barba,barba
berthe,Berthe
morticia,morticia
ramollit,softening
sots,foolish
subsistance,subsistence
lapsus,slippery
déclinez,decline
moyennant,by means of
damoclès,damocles
givre,frosted
grandiras,grandiras
lando,lando
ueda,ueda
départager,decide between
viscères,viscera
kilometres,kilometers
faisceaux,beams
annulera,will cancel
écartent,dismiss
marbella,marbella
glorieuses,glorious
coffey,Coffey
dépister,detect
gerty,Gerty
rétracté,retracted
idéalistes,idealists
attrapez-moi,Catch me
emmanuelle,Emmanuelle
épilogue,epilogue
adressent,address
persécute,persecut
xindis,Xindis
intrépides,intrepid
intracrânienne,intracranial
etat-major,Staff
reniflé,sniff
admirons,admire
cinnamon,cinnamon
pinard,pinard
horus,horus
créatives,creative
rafistoler,patch up
afraid,afraid
sorenson,sorenson
autodidacte,self -taught
moucheron,gnat
vola,fly
pourvous,for you
sapotille,sapotille
crèvera,will break
coin-là,corner
bennes,skips
époustouflante,breathtaking
enlèverait,would remove
benz,benz
delle,stiffness
mandragore,mandrake
concluants,conclusive
merchant,mercantile
remarqués,Remarks
tss,tss
bouleau,birch
caporal-chef,Master Corporal
phonographe,phonograph
zoos,zoos
danson,dans
assiégée,besieged
vous-êtes,you are
monopoliser,monopolize
blondasse,blonde
prêchez,preach
yasuda,yasuda
napier,peanner
structurelle,structural
instruits,educated
shinkichi,shinkichi
muddy,muddy
contactes,contacts
accompagniez,accompany
passã,pass within
calife,caliph
holtz,holtz
boers,boers
kiyoshi,kiyoshi
apprends-lui,Teach him
jett,jett
irrégularité,irregularity
détruirais,would destroy
winstone,winstone
ishii,Ishii
gémis,groan
redonne-moi,Give me back
xanadu,Xanadu
vaporisateur,spray
prêtés,loaned
opiacés,opiates
pulsar,pulsar
extreme,extreme
prérogative,prerogative
nordistes,northern
larue,the street
eurydice,Eurydice
sahir,sahir
mikkel,mikkel
obnubilé,obsessed
tmz,tmz
étouffez,stifle
eleven,Eleven
ganga,ganga
toxicomanie,substance addiction
velu,hairy
réaliserez,will realize
trouvailles,finds
recopier,copy
conceptions,conceptions
luann,luann
palestinienne,Palestinian
manigancer,maneuver
mensuels,monthly
cache-le,hide it
worm,Worm
subs-addicts,Sub-Addicts
alcôve,alcove
comparaisons,comparisons
hiroko,hiroko
avant-guerre,pre-war
claymore,Claymore
jefferies,Jefferies
rolo,rolo
patienté,patient
reason,Reason
épousent,marry
plug,plug
rapprochant,bringing together
réjoui,rejuvenated
tennyson,Tennyson
jetez-moi,throw me
miso,miso
prolongations,extension
greco,Greco
obéisse,obey
ao,AU
coopératifs,cooperative
salute,salute
redorer,reder
pavillons,pavilions
newhouse,Newhouse
exposes,exhibitions
dépassement,exceeding
arun,arun
medici,Medici
30ème,30th
urinoirs,urinoirs
sauva,wild
écologiques,ecological
vendras,will sell
réparait,repaired
bharat,bharat
marcheurs,walkers
lingot,ingot
pépinière,nursery
hasardeux,hazardous
poissonnier,fishmonger
enrichis,enriched
oseras,oseras
abandonna,abandoned
bougeaient,moved
trémousser,stammer
approuvera,will approve
goy,guy
gammée,swatter
caressant,caressing
inoffensives,harmless
dembe,dembee
tenzin,tenzin
millénium,millennium
northman,Northman
surprenantes,surprising
ravioli,ravioli
subversif,subversive
marlow,marlow
mulholland,mulholland
zhan,zhan
escroqueries,scams
composite,composite
lad,the D
sû,safe
acclamé,acclaimed
ihab,Ihab
polonium,polonium
indiffère,inducement
promus,promoted
memsahib,memsahib
processeurs,processors
sadisme,sadism
poussa,pousse
opry,opry
demi-siècle,half-century
réciproquement,reciprocally
aventurière,adventurer
garã,garã
débutent,start
embarrassez,embarrass
délivrés,delivered
oss,oss
bolcheviks,bolsheviks
knut,knut
exploitant,operator
teal,teal
hekawis,hekawis
rafraîchissante,refreshing
attrappe,grab
compulsive,compulsive
airways,Airways
déconnait,was distrusted
jurassic,Jurassic
réveilla,awake
padma,padma
tromperait,would deceive
mousseline,muslin
orchestres,orchestras
galina,Galina
effondrés,collapsed
débordement,overflow
longer,run along
postées,posted
remonte-le,go up it
scies,saws
gentillement,kindly
juli,juli
exigée,required
souille,defile
embaumé,embalmed
gouté,taste
couvrons,cover
interpeller,challenge
dermot,dermot
comptais-tu,Did you count
taking,tab
suivez-la,follow her
inscrites,registered
simcoe,simcoe
dangeureux,dangerous
réglos,liquoros
traitez-vous,Treat yourself
instructeurs,instructors
wedding,wedding
auditive,auditory
riquiqui,riquiqui
clio,clio
transgression,transgression
furlong,furlong
forward,Forward
hantées,haunted
orthopédique,orthopedic
prouvait,proved
intoxiqué,intoxicated
accablée,overwhelmed
empêchez-les,prevent them
barret,barret
décimée,decimated
archimède,Archimedes
arrãªte,stop
édifices,buildings
sacrifies,sacrifice
cruiser,cruiser
biftons,bifets
emme,swivel
désolant,distressing
réconfortante,comforting
singleton,singleton
chevauchant,overlapping
cabots,cabots
conséquente,substantial
dormirait,would sleep
keung,keung
ramène-nous,bring us back
hotchkiss,hotchkiss
hypothalamus,hypothalamus
cherchez-le,look for it
misérablement,miserably
gimme,gimme
unser,unse
antisocial,antisocial
outrepasser,go beyond
operandi,operandi
affiliation,affiliation
fighters,fighters
brillaient,shone
intimidante,intimidating
bwana,bwana
résistait,resisted
fester,fester
tolérée,tolerated
sebastien,Sebastian
cognent,bang
sophistication,sophistication
2d,2D
misery,misery
worthington,Worthington
cregg,CREGG
craquements,cracking
ricaner,sneer
chauffante,heating
flagg,flaggg
pootie,pootie
banditisme,banditry
éliminera,will eliminate
rallonger,extend
pad,pad
gammes,ranges
kamina,kamina
hutt,hutt
m2,m2
auto-école,driving school
npr,NPR
cruciaux,crucial
m.o.,M.O.
miwa,miwa
adorerez,will love
crachant,spit
atreides,atreids
darko,darko
quintessence,quintessence
écrin,case
martinet,martinet
lian,Lian
interurbain,interurban
sacrifient,sacrifice
taquinais,teasing
dorado,Dorado
proposerai,will offer
espã,spare
toph,tophy
kersey,Kersey
viennent-elles,they come
esphenis,esphenis
donnions,given
acrylique,acrylic
bilbon,bilbon
accouplent,coupling
écouteur,listener
faisans,pheasants
là-derrière,behind
éprouvée,tested
imites,imitations
repasses,ironing
grimpes,climbs
washburn,washburn
exécutive,executive
giclé,spurt
éclabousse,splash
ingénue,ingenuous
paras,paras
natures,lint
intuitive,intuitive
roadie,roadie
attachait,attached
clippers,clippers
maximilien,maximilian
émise,emitted
démasqués,unmasked
affichée,displayed
cordova,cordova
oublis,oversight
festoyer,feast
déconnent,mess up
ester,ester
maladif,sickly
honorent,honor
tinker,tinker
aciérie,steelness
réclamant,claiming
économiste,economist
court-circuité,short-circularity
désillusion,disillusionment
courbure,curvature
50e,50th
tendait,stretched out
pippi,pippi
achèteront,will buy
détendra,will relax
canneberges,cranberries
ricain,rican
aperçut,caught sight
frigorifique,refrigeration
kunta,kunta
venait-il,he came
koenig,koenig
remorqué,trailer
giron,giron
défaitiste,defeatist
imitent,imitate
dénoncez,denounce
appelleraient,would call
fera-t-on,Do we do
yogourt,yogurt
sparkle,sparkle
reconfigurer,reconfigure
kazuya,kazuya
thoreau,Thoreau
manilow,manilow
fantassins,infantrymen
correspondrait,would correspond
grattait,scratched
abaissé,lowered
renoncerais,would give up
électorales,electoral
avenant,amendment
ébranlée,shrouded
novotny,Novotny
stockées,stored
réclamée,claimed
persée,Perseus
t.j,T.J
pompage,pumping
rodolfo,rodolfo
watching,watching
croche,croche
woodruff,Woodruff
achèvement,completion
perdurer,continue
intègres,honesty
démêlés,disentangled
rolls-royce,Rolls Royce
hokuto,hokuto
lampadaires,lampposts
uvre,work
réveilles-toi,wake up
kort,kort
fallujah,owl
manipulait,manipulated
quaker,Quaker
sapes,saps
léviter,levitate
fontana,fontana
exécutent,execute
toros,toros
régné,reign
indisposé,indisposed
libérons,freeings
preparer,to prepare
stripteaseuses,stripper
assaisonnement,seasoning
orhan,orhan
ressurgir,resurface
donf,donf
naoki,naoki
baissera,will drop
barbituriques,barbiturates
jet-ski,jet ski
tight,tight
terre-neuve,Newfoundland
guapo,Guapo
placera,will place
soutenais,Souténais
serrais,tight
divagues,divaries
débordent,overflow
concierges,concierges
rêvaient,dreamed
satsuma,satsuma
mauricio,Mauricio
nimrod,Nimrod
coincent,stuck
markos,Markos
sauve-le,save it
éviterai,will avoid
hamada,hamada
puritains,Puritans
leviers,levers
says,says
franges,fringes
emballées,wrapped
commanditaires,sponsors
déprimes,depression
inanimé,inanimate
tagué,tagged
griselda,Griselda
redondant,redundant
détracteurs,critics
coudon,sewing
spalding,sparding
perfidie,perfidy
mouriez,Mouiez
intercom,intercom
donneriez-vous,would you give
resplendissant,resplendent
creex,crease
essaie-la,Try it
biscotte,rusk
héra,hera
grandeurs,quantities
signerez,will sign
reuter,rectle
harumi,Harumi
bronzés,tanned
valiant,valiant
rétablira,will restore
cindi,cindi
déplaçons,move
thanks,Thanks
selim,selim
corners,corners
chopent,graze
plongeoir,dive
neuronale,neuronal
dégarni,striking
cléments,lenient
alambic,alambic
yum,yum
invivable,unstoppable
peau-rouge,Red skin
cultivateur,farmer
khillaree,khillaree
dori,dori
secouez-vous,Do you shake
sympathisant,sympathetic
gumbo,gumbo
raglan,raglan
fusiliers,rifle trees
inaudibles,inaudible
pleuvent,crumble
bousculez,jostle
quiproquo,misunderstanding
échoppe,stall
whatever,quarrel
sacrifiez,sacrifice
chirurgicalement,surgically
parution,release
gato,gato
divorcez,divorce
galas,galas
négligents,negligent
préférera,prefer to
fonceur,go -goat
bowery,Bowery
beryl,beryl
assiduité,attendance
dorset,Dorset
saurait-il,would he know
curiosités,curiosities
slitheen,Slithean
ferrara,Ferrara
assemblés,assembled
mesquins,mean
box-office,box office
obtiendront,will obtain
elysée,Elysium
digest,digest
appareil-photo,camera
stat,stat
shipley,shipley
électrochoc,electroshock
seeger,Seeger
shame,shame
shangri-la,Shangri-la
hâtif,hasty
quittaient,left
transgressé,transgressed
surprends-moi,surprise me
crêtes,peaks
travelling,travelling
montrez-le,show it
frottant,rubbing
divergence,divergence
outrepassé,overdue
abercrombie,Abercrombie
investissent,invest
scandaleuses,scandalous
armements,weapons
atteindras,will reach
péroné,fiberly
alchimistes,alchemists
équestre,equestrian
ridée,wrinkled
thérapeutiques,therapeutics
déciderons,will decide
richissime,wealthy
claypool,claypool
mastercard,MasterCard
boorman,boorman
dispatch,dispatch
tuons-les,kill them
somerset,somerset
suze,suze
blasphèmes,blasphemus
sham,sham
sulfure,sulfide
reynard,reynard
criera,will shout
fructifier,fructive
combinant,combining
slimane,slide
ambroisie,ambrosia
mingo,mingo
imp,IMP
oshima,Oshima
michi,Michi
désordonnée,disorderly
iz,iz
dor,Golden
godard,bodard
jie,jie
synchronisés,synchronized
rapportez-moi,bring me back
origami,origami
ravissement,ravishment
bercé,rocked
orly,orly
eiko,Eiko
zeek,zeek
tracassin,hassle
pleurnicheur,whining
vacherie,cowry
dwarf,dwarf
boui-boui,boui-boui
transpirant,sweaty
bering,lecture
opposait,opposed
def,def
soudeur,welder
fiévreuse,feverish
est-que,is that
ministere,ministry
cène,sel
nettoyez-moi,Clean me
zelig,zelig
ilaria,Ilaria
gagnaient,won
chaco,chaco
pingre,pinger
invocation,invocation
iranienne,Iranian
viendra-t-il,he will come
an7,year
rassemblée,gathered
narnia,Narnia
fratrie,siblings
brûleur,burner
coronaire,coronary
kumiko,kumiko
souffriront,will suffer
appleby,Appleby
cecile,cecile
présenteras,will present
discutaient,chatted
annihiler,annihilate
bim,bim
dentelles,lace
sauvons-nous,let's save
benning,benning
renverront,will send back
étudierai,will study
khasinau,Khasau
miyamoto,miyamoto
déficient,deficient
troels,troels
dawg,dawg
ashe,Ashe
bruts,gross
trucage,drift
acidité,acidity
poursuivez-les,Continue them
déconcentrer,delight
october,october
disparaisses,disappearance
planquez,hide
mayweather,Mayweather
interplanétaire,interplanetary
macleod,male
réparais,repaired
camionette,Camionette
zandra,Zandra
rocheux,rocky
mélanome,melanoma
incontesté,undisputed
dating,dating
tarantino,tarantino
fournier,Fournier
tenez-nous,keep us
kemper,keper
souffriez,suffered
informera,will inform
archipel,archipelago
stooges,stooges
couvre-lit,bed-cover
wu-tang,wu-tang
diné,dinner
suinte,oozing
méthodiste,Methodist
angoisser,anxiety
oli,oli
confiait,confided
rez,ground floor
accomplira,will accomplish
fredericks,Fredericks
guettent,watch
